query	address.country_code	un_region	un_subregion	hand_edited	Freq	query_date	place_id	osm_type	display_name	class	type	importance	address.country	reviewed
centre of excellence for invasion biology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
centre of study for the promotion of peace	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
ceshe	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cgiar consortium	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cgpm	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
charité university hospital	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
charity equality challenge unit	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chemical & engineering news	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chemical forensics international technical working group	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chemical sciences division	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chemistry and metallurgy research replacement	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chengdu medgencell	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cherenkov array telescope	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chesapeake bay program	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chesapeake energy corporation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chicago bears nfl	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chicago community trust	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chico mendes institute for biodiversity conservation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
children's cancer institute australia for medical research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
children's cause for cancer advocacy	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
children's choir of île-de-france	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chilean navy	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chilean society for cell biology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chimerix of durham	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
china american psychoanalytic alliance	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
china animal health and epidemiology center	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
china biodiversity conservation and green development foundation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
china building materials academy	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
china cdc	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
china clean energy research center	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
china manned space agency	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
china mobile laboratory testing team	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
china national accreditation service for conformity assessment	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
china national nuclear corporation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
china national renewable energy centre	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
china olympic committee	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
china tribunal	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinabio	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of medical sciences	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of science's institute of geology and geophysics	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences institute of biophysics	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences institute of genetics and developmental biology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences institute of neuroscience	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences key laboratory of mental health	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences key laboratory of pathogenic microbiology and immunology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences national astronomical observatories	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences national astronomical observatory of china	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences wuhan institute of virology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences xishuangbanna tropical botanical garden	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences' institute of genetics and developmental biology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences' institute of neuroscience	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences' institute of policy management	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences' key laboratory of aerosol chemistry	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences' national space science center	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences' shanghai institute of plant physiology and ecology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences' shanghai institutes for biological sciences	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences' strategic priority program on space science	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of sciences's institute of genetics and developmental biology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese academy of social science	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese association for science and technology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese association of traditional chinese medicine	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese cdc	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese groundwater science	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese institute for brain research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese journal citation report	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese ministry of education	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese national astronomical observatories	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese national health commission	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese neuroscience society	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese olympic committee	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese science publishing and media	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chinese state forestry administration	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chintan environmental research and action group	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
christian abee	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
christian democrat and social democrat	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chronic fatigue and immune dysfunction syndrome association of america	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
chuv university hospital	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cicero center for international climate research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
ciencia en el parlamento	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cihr institute of health services and policy research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cihr's institute of gender health	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cinergi	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
circuit court of appeals for the district of columbia circuit	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cities climate leadership group	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
citizens' council for health freedom in st paul	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
citizens' nuclear information center	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
civic alliance	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
civil movement for support of bulgarian science and education	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
civil protection agency	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
clack paper	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
clalit research institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
clarke & esposito	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
clean air action group	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
clean air safety advisory committee	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
clean energy institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
clean water institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
clemson university restoration institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
clermont-ferrand physics laboratory	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
climate absolute radiance	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
climate and atmosphere department of the norwegian institute for air research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
climate and clean energy program	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
climate change and atmospheric research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
climate change and coffee forest forum	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
climate change authority	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
climate justice programme	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
climate outreach	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
climate protection partnerships division	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
climate science centers	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
climateworks foundation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
clinical trials cooperative group program	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cnr institute for neuroscience	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cnr institute for protein biochemistry	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cnr's institute of genetic and biomedical research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cnr's institute of geosciences and earth resources	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cnrs centre for cognitive neuroscience	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cnrs institute of nuclear physics	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cnrs laboratory for archaeomaterials	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cnrs theoretical physics laboratory	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cnrs unit of neuroscience	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
coalition against childhood cancer	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
coalition for epidemic preparedness innovation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
coalition for gm free india	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
coalition for national science funding	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
coalition of epidemic preparedness	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
coastal protection and restoration authority	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
coastal research group	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cochrane collaboration	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cochrane database syst	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cognitive neuroscience society	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cognitive science society	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
coin sciences	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cold atom laboratory	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
collaboration for research excellence	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
collaborative network	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
college of medicine and veterinary medicine	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
college of oceanic and atmospheric sciences	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
collider detector	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
colombia agricultural institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
colombian academy of exact	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
colombian academy of science	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
colombian association of scientific journalism	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
colombian supreme court	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
colorado scientific society	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
colorado state university libraries	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
columbia cancer agency	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
columbia center for children's environmental health	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
columbia centre for excellence	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
columbia dogfish hook and line industry association	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
columbia university vagelos college of physicians	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
columbia university's earth institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
columbia university's international research institute for climate and society	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
columbia university's kreitchman pet center	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
columbia university's mailman school of public health	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
commercial aircraft corporation of china	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
commercial lunar payload services	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
commission for the conservation of antarctic marine living resources	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
commission for the geological map of the world	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
committee for ethics in science and higher education	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
committee for medicinal products for human use	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
committee for the universities of palestine	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
committee on carcinogenicity of chemicals	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
committee on climate change	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
committee on energy and commerce	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
committee on environment and public works	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
committee on human rights	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
committee on human rights of the us national academies of sciences	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
commonwealth fusion systems	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
commonwealth scientific and industrial research organisation's health and biosecurity	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
commonwealth scientific and industrial research organization	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
commonweath scientific and industrial research organization	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
community association for psychosocial services	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
comparative medicine and animal resources centre	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
complexity science hub	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
complexity science hub vienna	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
computational life sciences	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
concytec	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
confederation of british industry	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
conference of italian university rectors	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
congo research group	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
congolese national biomedical research institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
congress, press	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
congress's house of representatives	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
congressional asian pacific american caucus	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
conhecimento sem cortes	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
consortia advancing standards in research administration information	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
consortium for higher education and research performance assessment	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
consortium of universities for global health	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
constellation observing system for meteorology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
consultative committee for units	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
consumer healthcare products association	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
consumer watchdog in santa monica	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
convergent science physical oncology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cooperative institute for meteorological satellite studies	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
coordinated universal time	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
copernicus atmospheric monitoring service	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
copernicus climate change service	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
coral reef airborne laboratory	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
coral reef laboratory	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
corgenix	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cornell university center for advanced computing	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cornell university college of veterinary medicine	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
corrupt public health research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cortical networks	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
corvelva	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cosmochemistry	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
costa rica institute of technology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cotec foundation for innovation in madrid	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
coulston foundation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
council for british archaeology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
council for higher education	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
council for mainland affairs	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
council for science and education	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
council for science, technology and innovation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
council of canadian academies	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
council of science editors	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
council of scientific societies	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
council on animal care	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
council on bioethics	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
council on energy	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
council on government relations	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
court of appeals for the district of columbia circuit	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
covax	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
covid advisory board	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
covid-19 clinical research coalition	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
covid-19 genomics uk consortium	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
covid-19 prevention trials network	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
covid-19 research coalition	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
